benchmark,problem_id,method,model,predicted_answer,ground_truth,correct,tokens_used,latency_s,steps_total,steps_verified,steps_disagreed,steps_recovered,error
folio,folio_0055,cot,gpt-4o-mini,True,True,True,903,8.263,0,0,0,0,
folio,folio_0056,cot,gpt-4o-mini,True,Unknown,False,694,4.478,0,0,0,0,
folio,folio_0057,cot,gpt-4o-mini,True,False,False,656,4.401,0,0,0,0,
folio,folio_0058,cot,gpt-4o-mini,True,False,False,497,3.891,0,0,0,0,
folio,folio_0059,cot,gpt-4o-mini,True,Unknown,False,561,4.815,0,0,0,0,
math,math_0160,self_consistency,gpt-4o-mini,\frac{-33}{65},-\frac{33}{65},False,2805,32.368,0,0,0,0,
math,math_0161,self_consistency,gpt-4o-mini,4,4,True,2066,16.563,0,0,0,0,
math,math_0162,self_consistency,gpt-4o-mini,10,25\%,False,3028,18.542,0,0,0,0,
math,math_0163,self_consistency,gpt-4o-mini,-10,x=-10,False,1454,15.302,0,0,0,0,
math,math_0164,self_consistency,gpt-4o-mini,3,3,True,2509,29.232,0,0,0,0,
math,math_0165,self_consistency,gpt-4o-mini,1,1,True,915,10.982,0,0,0,0,
math,math_0166,self_consistency,gpt-4o-mini,-4,-4,True,1434,15.849,0,0,0,0,
math,math_0167,self_consistency,gpt-4o-mini,18,18,True,3590,32.399,0,0,0,0,
math,math_0168,self_consistency,gpt-4o-mini,6,2 \sqrt{2} + \sqrt{6},False,4669,53.36,0,0,0,0,
math,math_0169,self_consistency,gpt-4o-mini,4,4,True,2386,30.058,0,0,0,0,
folio,folio_0060,cot,gpt-4o-mini,True,False,False,611,4.868,0,0,0,0,
folio,folio_0061,cot,gpt-4o-mini,True,Unknown,False,538,4.274,0,0,0,0,
folio,folio_0062,cot,gpt-4o-mini,True,False,False,492,4.234,0,0,0,0,
folio,folio_0063,cot,gpt-4o-mini,True,False,False,688,6.745,0,0,0,0,
folio,folio_0064,cot,gpt-4o-mini,True,True,True,458,4.886,0,0,0,0,
folio,folio_0065,cot,gpt-4o-mini,False,Unknown,False,452,4.221,0,0,0,0,
folio,folio_0066,cot,gpt-4o-mini,True,Unknown,False,666,6.971,0,0,0,0,
folio,folio_0067,cot,gpt-4o-mini,True,True,True,558,5.782,0,0,0,0,
folio,folio_0068,cot,gpt-4o-mini,True,Unknown,False,668,7.311,0,0,0,0,
folio,folio_0069,cot,gpt-4o-mini,True,Unknown,False,776,5.794,0,0,0,0,
folio,folio_0070,cot,gpt-4o-mini,True,False,False,827,8.604,0,0,0,0,
folio,folio_0071,cot,gpt-4o-mini,True,True,True,710,5.001,0,0,0,0,
folio,folio_0072,cot,gpt-4o-mini,True,True,True,435,3.021,0,0,0,0,
folio,folio_0073,cot,gpt-4o-mini,True,True,True,473,3.796,0,0,0,0,
folio,folio_0074,cot,gpt-4o-mini,True,True,True,397,2.64,0,0,0,0,
folio,folio_0075,cot,gpt-4o-mini,True,True,True,686,5.101,0,0,0,0,
folio,folio_0076,cot,gpt-4o-mini,True,False,False,917,7.467,0,0,0,0,
folio,folio_0077,cot,gpt-4o-mini,True,True,True,636,4.493,0,0,0,0,
folio,folio_0078,cot,gpt-4o-mini,True,True,True,507,3.382,0,0,0,0,
folio,folio_0079,cot,gpt-4o-mini,True,True,True,799,6.144,0,0,0,0,
folio,folio_0080,cot,gpt-4o-mini,True,Unknown,False,434,4.179,0,0,0,0,
folio,folio_0081,cot,gpt-4o-mini,False,False,True,628,4.103,0,0,0,0,
folio,folio_0082,cot,gpt-4o-mini,True,Unknown,False,363,3.101,0,0,0,0,
folio,folio_0083,cot,gpt-4o-mini,True,False,False,550,5.01,0,0,0,0,
folio,folio_0084,cot,gpt-4o-mini,True,Unknown,False,588,4.857,0,0,0,0,
folio,folio_0085,cot,gpt-4o-mini,True,Unknown,False,392,2.725,0,0,0,0,
folio,folio_0086,cot,gpt-4o-mini,True,True,True,631,4.271,0,0,0,0,
folio,folio_0087,cot,gpt-4o-mini,True,False,False,670,4.402,0,0,0,0,
folio,folio_0088,cot,gpt-4o-mini,True,Unknown,False,506,5.025,0,0,0,0,
folio,folio_0089,cot,gpt-4o-mini,True,Unknown,False,395,2.704,0,0,0,0,
folio,folio_0090,cot,gpt-4o-mini,False,False,True,330,3.425,0,0,0,0,
folio,folio_0091,cot,gpt-4o-mini,True,Unknown,False,428,4.076,0,0,0,0,
folio,folio_0092,cot,gpt-4o-mini,True,True,True,767,6.813,0,0,0,0,
folio,folio_0093,cot,gpt-4o-mini,True,Unknown,False,515,3.644,0,0,0,0,
folio,folio_0094,cot,gpt-4o-mini,True,True,True,542,3.772,0,0,0,0,
folio,folio_0095,cot,gpt-4o-mini,True,False,False,466,3.234,0,0,0,0,
folio,folio_0096,cot,gpt-4o-mini,True,False,False,736,5.633,0,0,0,0,
folio,folio_0097,cot,gpt-4o-mini,True,True,True,410,2.052,0,0,0,0,
folio,folio_0098,cot,gpt-4o-mini,True,Unknown,False,674,4.889,0,0,0,0,
folio,folio_0099,cot,gpt-4o-mini,True,True,True,725,5.602,0,0,0,0,
folio,folio_0000,pot,gpt-4o-mini,False,Unknown,False,411,2.734,0,0,0,0,
folio,folio_0001,pot,gpt-4o-mini,False,True,False,535,3.841,0,0,0,0,
folio,folio_0002,pot,gpt-4o-mini,True,True,True,363,2.138,0,0,0,0,
folio,folio_0003,pot,gpt-4o-mini,False,False,True,439,3.248,0,0,0,0,
folio,folio_0004,pot,gpt-4o-mini,True,Unknown,False,427,3.123,0,0,0,0,
folio,folio_0005,pot,gpt-4o-mini,False,Unknown,False,326,2.801,0,0,0,0,
folio,folio_0006,pot,gpt-4o-mini,False,False,True,405,2.332,0,0,0,0,
folio,folio_0007,pot,gpt-4o-mini,False,False,True,357,2.46,0,0,0,0,
folio,folio_0008,pot,gpt-4o-mini,True,True,True,472,3.652,0,0,0,0,
folio,folio_0009,pot,gpt-4o-mini,True,Unknown,False,493,4.169,0,0,0,0,
folio,folio_0010,pot,gpt-4o-mini,Unknown,False,False,788,6.245,0,0,0,0,
folio,folio_0011,pot,gpt-4o-mini,False,False,True,396,3.149,0,0,0,0,
folio,folio_0012,pot,gpt-4o-mini,True,Unknown,False,472,3.208,0,0,0,0,
folio,folio_0013,pot,gpt-4o-mini,True,False,False,497,3.897,0,0,0,0,
folio,folio_0014,pot,gpt-4o-mini,False,Unknown,False,406,2.189,0,0,0,0,
folio,folio_0015,pot,gpt-4o-mini,False,False,True,536,3.27,0,0,0,0,
folio,folio_0016,pot,gpt-4o-mini,False,Unknown,False,376,1.854,0,0,0,0,
folio,folio_0017,pot,gpt-4o-mini,False,Unknown,False,407,2.489,0,0,0,0,
folio,folio_0018,pot,gpt-4o-mini,True,Unknown,False,453,2.488,0,0,0,0,
folio,folio_0019,pot,gpt-4o-mini,False,False,True,329,1.753,0,0,0,0,
math,math_0170,self_consistency,gpt-4o-mini,3,2 \sqrt{2},False,3308,26.882,0,0,0,0,
math,math_0171,self_consistency,gpt-4o-mini,8,8,True,1639,14.493,0,0,0,0,
math,math_0172,self_consistency,gpt-4o-mini,82.2,90^\circ,False,4586,45.123,0,0,0,0,
math,math_0173,self_consistency,gpt-4o-mini,2,2,True,2107,20.824,0,0,0,0,
math,math_0174,self_consistency,gpt-4o-mini,2,\frac{9\pi}{2},False,1709,13.752,0,0,0,0,
math,math_0175,self_consistency,gpt-4o-mini,84,84,True,1176,9.019,0,0,0,0,
math,math_0176,self_consistency,gpt-4o-mini,360,360,True,1465,13.188,0,0,0,0,
math,math_0177,self_consistency,gpt-4o-mini,1007.5,62,False,2690,26.695,0,0,0,0,
math,math_0178,self_consistency,gpt-4o-mini,13,13,True,2381,26.076,0,0,0,0,
math,math_0179,self_consistency,gpt-4o-mini,12,12,True,1328,10.485,0,0,0,0,
folio,folio_0020,pot,gpt-4o-mini,True,True,True,402,1.619,0,0,0,0,
folio,folio_0021,pot,gpt-4o-mini,True,Unknown,False,416,2.21,0,0,0,0,
folio,folio_0022,pot,gpt-4o-mini,False,True,False,484,3.164,0,0,0,0,
folio,folio_0023,pot,gpt-4o-mini,False,False,True,404,2.386,0,0,0,0,
folio,folio_0024,pot,gpt-4o-mini,Unknown,Unknown,True,404,2.319,0,0,0,0,
folio,folio_0025,pot,gpt-4o-mini,Unknown,True,False,539,3.217,0,0,0,0,
folio,folio_0026,pot,gpt-4o-mini,True,True,True,353,2.384,0,0,0,0,
folio,folio_0027,pot,gpt-4o-mini,False,False,True,509,3.835,0,0,0,0,
folio,folio_0028,pot,gpt-4o-mini,False,Unknown,False,444,2.057,0,0,0,0,
folio,folio_0029,pot,gpt-4o-mini,Unknown,Unknown,True,385,2.523,0,0,0,0,
folio,folio_0030,pot,gpt-4o-mini,False,False,True,412,2.575,0,0,0,0,
folio,folio_0031,pot,gpt-4o-mini,Unknown,Unknown,True,396,2.866,0,0,0,0,
folio,folio_0032,pot,gpt-4o-mini,False,False,True,469,3.11,0,0,0,0,
folio,folio_0033,pot,gpt-4o-mini,True,True,True,615,3.087,0,0,0,0,
folio,folio_0034,pot,gpt-4o-mini,True,True,True,532,4.425,0,0,0,0,
folio,folio_0035,pot,gpt-4o-mini,True,Unknown,False,399,2.667,0,0,0,0,
folio,folio_0036,pot,gpt-4o-mini,True,True,True,333,2.049,0,0,0,0,
folio,folio_0037,pot,gpt-4o-mini,False,True,False,461,2.631,0,0,0,0,
folio,folio_0038,pot,gpt-4o-mini,True,Unknown,False,493,2.85,0,0,0,0,
folio,folio_0039,pot,gpt-4o-mini,False,False,True,469,7.654,0,0,0,0,
folio,folio_0040,pot,gpt-4o-mini,True,True,True,505,2.6,0,0,0,0,
folio,folio_0041,pot,gpt-4o-mini,False,False,True,458,2.213,0,0,0,0,
folio,folio_0042,pot,gpt-4o-mini,True,True,True,379,4.667,0,0,0,0,
folio,folio_0043,pot,gpt-4o-mini,True,True,True,506,2.814,0,0,0,0,
folio,folio_0044,pot,gpt-4o-mini,True,True,True,516,2.737,0,0,0,0,
folio,folio_0045,pot,gpt-4o-mini,False,False,True,334,1.866,0,0,0,0,
folio,folio_0046,pot,gpt-4o-mini,Harry is smarter than before.,True,False,346,2.204,0,0,0,0,
folio,folio_0047,pot,gpt-4o-mini,True,False,False,359,2.737,0,0,0,0,
folio,folio_0048,pot,gpt-4o-mini,True,True,True,573,3.624,0,0,0,0,
folio,folio_0049,pot,gpt-4o-mini,Unknown,Unknown,True,436,8.551,0,0,0,0,
folio,folio_0050,pot,gpt-4o-mini,False,Unknown,False,420,2.834,0,0,0,0,
folio,folio_0051,pot,gpt-4o-mini,True,True,True,387,2.236,0,0,0,0,
folio,folio_0052,pot,gpt-4o-mini,False,True,False,499,3.316,0,0,0,0,
folio,folio_0053,pot,gpt-4o-mini,False,False,True,499,3.489,0,0,0,0,
folio,folio_0054,pot,gpt-4o-mini,False,False,True,570,4.753,0,0,0,0,
folio,folio_0055,pot,gpt-4o-mini,False,True,False,612,5.758,0,0,0,0,
folio,folio_0056,pot,gpt-4o-mini,True,Unknown,False,576,3.825,0,0,0,0,
folio,folio_0057,pot,gpt-4o-mini,False,False,True,546,3.144,0,0,0,0,
folio,folio_0058,pot,gpt-4o-mini,False,False,True,385,7.696,0,0,0,0,
folio,folio_0059,pot,gpt-4o-mini,True,Unknown,False,505,3.454,0,0,0,0,
folio,folio_0060,pot,gpt-4o-mini,False,False,True,438,2.99,0,0,0,0,
folio,folio_0061,pot,gpt-4o-mini,Unknown,Unknown,True,436,2.208,0,0,0,0,
folio,folio_0062,pot,gpt-4o-mini,False,False,True,336,2.139,0,0,0,0,
folio,folio_0063,pot,gpt-4o-mini,False,False,True,635,9.327,0,0,0,0,
folio,folio_0064,pot,gpt-4o-mini,True,True,True,368,2.691,0,0,0,0,
folio,folio_0065,pot,gpt-4o-mini,False,Unknown,False,453,3.274,0,0,0,0,
folio,folio_0066,pot,gpt-4o-mini,Unknown,Unknown,True,515,3.508,0,0,0,0,
folio,folio_0067,pot,gpt-4o-mini,False,True,False,435,2.755,0,0,0,0,
folio,folio_0068,pot,gpt-4o-mini,False,Unknown,False,417,2.214,0,0,0,0,
folio,folio_0069,pot,gpt-4o-mini,False,Unknown,False,551,4.621,0,0,0,0,
folio,folio_0070,pot,gpt-4o-mini,False,False,True,509,4.138,0,0,0,0,
folio,folio_0071,pot,gpt-4o-mini,True,True,True,466,3.289,0,0,0,0,
folio,folio_0072,pot,gpt-4o-mini,True,True,True,385,3.14,0,0,0,0,
folio,folio_0073,pot,gpt-4o-mini,True,True,True,352,2.395,0,0,0,0,
folio,folio_0074,pot,gpt-4o-mini,True,True,True,407,3.235,0,0,0,0,
folio,folio_0075,pot,gpt-4o-mini,True,True,True,518,4.039,0,0,0,0,
folio,folio_0076,pot,gpt-4o-mini,True,False,False,555,2.903,0,0,0,0,
folio,folio_0077,pot,gpt-4o-mini,True,True,True,426,3.712,0,0,0,0,
folio,folio_0078,pot,gpt-4o-mini,True,True,True,408,3.548,0,0,0,0,
folio,folio_0079,pot,gpt-4o-mini,True,True,True,479,3.803,0,0,0,0,
folio,folio_0080,pot,gpt-4o-mini,True,Unknown,False,292,2.498,0,0,0,0,
folio,folio_0081,pot,gpt-4o-mini,True,False,False,423,2.44,0,0,0,0,
folio,folio_0082,pot,gpt-4o-mini,False,Unknown,False,303,1.943,0,0,0,0,
folio,folio_0083,pot,gpt-4o-mini,False,False,True,396,2.85,0,0,0,0,
folio,folio_0084,pot,gpt-4o-mini,True,Unknown,False,454,3.25,0,0,0,0,
folio,folio_0085,pot,gpt-4o-mini,Unknown,Unknown,True,371,2.385,0,0,0,0,
folio,folio_0086,pot,gpt-4o-mini,True,True,True,550,3.953,0,0,0,0,
folio,folio_0087,pot,gpt-4o-mini,False,False,True,545,3.118,0,0,0,0,
folio,folio_0088,pot,gpt-4o-mini,False,Unknown,False,364,2.606,0,0,0,0,
folio,folio_0089,pot,gpt-4o-mini,True,Unknown,False,438,2.56,0,0,0,0,
math,math_0180,self_consistency,gpt-4o-mini,2,\frac{1}{2},False,2684,25.587,0,0,0,0,
math,math_0181,self_consistency,gpt-4o-mini,13,13,True,860,7.293,0,0,0,0,
math,math_0182,self_consistency,gpt-4o-mini,60,60,True,1879,12.825,0,0,0,0,
math,math_0183,self_consistency,gpt-4o-mini,81,81,True,1716,15.418,0,0,0,0,
math,math_0184,self_consistency,gpt-4o-mini,12,12,True,2468,19.307,0,0,0,0,
math,math_0185,self_consistency,gpt-4o-mini,8918,8918,True,1929,21.279,0,0,0,0,
math,math_0186,self_consistency,gpt-4o-mini,-1,-1,True,1966,24.982,0,0,0,0,
math,math_0187,self_consistency,gpt-4o-mini,3,3,True,2823,34.62,0,0,0,0,
math,math_0188,self_consistency,gpt-4o-mini,13,13,True,1618,20.596,0,0,0,0,
math,math_0189,self_consistency,gpt-4o-mini,10,12,False,4153,47.711,0,0,0,0,
folio,folio_0090,pot,gpt-4o-mini,False,False,True,318,1.928,0,0,0,0,
folio,folio_0091,pot,gpt-4o-mini,True,Unknown,False,294,1.789,0,0,0,0,
folio,folio_0092,pot,gpt-4o-mini,True,True,True,810,6.255,0,0,0,0,
folio,folio_0093,pot,gpt-4o-mini,False,Unknown,False,363,2.326,0,0,0,0,
folio,folio_0094,pot,gpt-4o-mini,True,True,True,358,2.217,0,0,0,0,
folio,folio_0095,pot,gpt-4o-mini,True,False,False,472,3.149,0,0,0,0,
folio,folio_0096,pot,gpt-4o-mini,True,False,False,507,3.559,0,0,0,0,
folio,folio_0097,pot,gpt-4o-mini,True,True,True,279,1.323,0,0,0,0,
folio,folio_0098,pot,gpt-4o-mini,Unknown,Unknown,True,606,3.706,0,0,0,0,
folio,folio_0099,pot,gpt-4o-mini,True,True,True,565,3.078,0,0,0,0,
folio,folio_0000,self_consistency,gpt-4o-mini,True,Unknown,False,1661,12.924,0,0,0,0,
folio,folio_0001,self_consistency,gpt-4o-mini,True,True,True,2263,17.823,0,0,0,0,
folio,folio_0002,self_consistency,gpt-4o-mini,True,True,True,1471,10.308,0,0,0,0,
folio,folio_0003,self_consistency,gpt-4o-mini,True,False,False,1585,11.351,0,0,0,0,
folio,folio_0004,self_consistency,gpt-4o-mini,True,Unknown,False,1402,14.858,0,0,0,0,
folio,folio_0005,self_consistency,gpt-4o-mini,False,Unknown,False,1258,8.8,0,0,0,0,
folio,folio_0006,self_consistency,gpt-4o-mini,False,False,True,1429,8.03,0,0,0,0,
folio,folio_0007,self_consistency,gpt-4o-mini,False,False,True,1087,11.202,0,0,0,0,
folio,folio_0008,self_consistency,gpt-4o-mini,True,True,True,1474,10.593,0,0,0,0,
folio,folio_0009,self_consistency,gpt-4o-mini,True,Unknown,False,1470,9.138,0,0,0,0,
math,math_0190,self_consistency,gpt-4o-mini,2,"(-3,2)",False,3133,34.121,0,0,0,0,
math,math_0191,self_consistency,gpt-4o-mini,0,0,True,1055,8.299,0,0,0,0,
math,math_0192,self_consistency,gpt-4o-mini,1,1,True,1775,14.895,0,0,0,0,
math,math_0193,self_consistency,gpt-4o-mini,34,21,False,3170,24.128,0,0,0,0,
math,math_0194,self_consistency,gpt-4o-mini,7,7,True,1149,13.277,0,0,0,0,
math,math_0195,self_consistency,gpt-4o-mini,3,-\frac{2}{3},False,2299,20.56,0,0,0,0,
math,math_0196,self_consistency,gpt-4o-mini,90,90,True,1348,13.885,0,0,0,0,
math,math_0197,self_consistency,gpt-4o-mini,62,24\sqrt{2},False,4319,24.17,0,0,0,0,
math,math_0198,self_consistency,gpt-4o-mini,3,\frac{8}{3},False,2399,20.903,0,0,0,0,
math,math_0199,self_consistency,gpt-4o-mini,22,22,True,2250,18.143,0,0,0,0,
folio,folio_0010,self_consistency,gpt-4o-mini,True,False,False,2186,18.133,0,0,0,0,
folio,folio_0011,self_consistency,gpt-4o-mini,False,False,True,1305,7.757,0,0,0,0,
folio,folio_0012,self_consistency,gpt-4o-mini,True,Unknown,False,2084,13.946,0,0,0,0,
folio,folio_0013,self_consistency,gpt-4o-mini,False,False,True,1710,19.22,0,0,0,0,
folio,folio_0014,self_consistency,gpt-4o-mini,Unknown,Unknown,True,1460,9.403,0,0,0,0,
folio,folio_0015,self_consistency,gpt-4o-mini,True,False,False,2367,17.128,0,0,0,0,
folio,folio_0016,self_consistency,gpt-4o-mini,False,Unknown,False,1394,9.639,0,0,0,0,
folio,folio_0017,self_consistency,gpt-4o-mini,True,Unknown,False,1635,10.89,0,0,0,0,
folio,folio_0018,self_consistency,gpt-4o-mini,True,Unknown,False,1545,11.106,0,0,0,0,
folio,folio_0019,self_consistency,gpt-4o-mini,False,False,True,1279,11.534,0,0,0,0,
math,math_0000,cgcot,gpt-4o-mini,27,\frac83,False,9557,40.331,13,13,8,8,
math,math_0001,cgcot,gpt-4o-mini,8,8,True,1047,4.026,2,2,0,0,
math,math_0002,cgcot,gpt-4o-mini,-256,-256,True,2437,9.561,5,3,1,1,
math,math_0003,cgcot,gpt-4o-mini,1.299038105676658,1+2\sqrt{3},False,4929,20.745,8,5,3,3,
math,math_0004,cgcot,gpt-4o-mini,2,\frac{1}{2},False,320,1.139,1,0,0,0,
math,math_0005,cgcot,gpt-4o-mini,0.765625,\frac{49}{64},False,2711,9.202,3,3,2,2,
math,math_0006,cgcot,gpt-4o-mini,10,8,False,6898,26.572,12,9,5,5,
math,math_0007,cgcot,gpt-4o-mini,2,"(2,-1,2)",False,4256,16.346,6,5,3,3,
math,math_0008,cgcot,gpt-4o-mini,0,0,True,1752,7.177,3,3,0,0,
math,math_0009,cgcot,gpt-4o-mini,0.5235987755982988,"\left( 8 \sqrt{2}, \frac{\pi}{4}, \frac{\pi}{6} \right)",False,3580,13.217,3,3,3,3,
folio,folio_0020,self_consistency,gpt-4o-mini,True,True,True,1469,8.208,0,0,0,0,
folio,folio_0021,self_consistency,gpt-4o-mini,True,Unknown,False,2160,11.994,0,0,0,0,
folio,folio_0022,self_consistency,gpt-4o-mini,True,True,True,2004,13.852,0,0,0,0,
folio,folio_0023,self_consistency,gpt-4o-mini,False,False,True,1286,7.114,0,0,0,0,
folio,folio_0024,self_consistency,gpt-4o-mini,True,Unknown,False,1523,9.378,0,0,0,0,
folio,folio_0025,self_consistency,gpt-4o-mini,True,True,True,1595,12.637,0,0,0,0,
folio,folio_0026,self_consistency,gpt-4o-mini,True,True,True,1051,7.783,0,0,0,0,
folio,folio_0027,self_consistency,gpt-4o-mini,False,False,True,1703,10.34,0,0,0,0,
folio,folio_0028,self_consistency,gpt-4o-mini,True,Unknown,False,2083,13.523,0,0,0,0,
folio,folio_0029,self_consistency,gpt-4o-mini,True,Unknown,False,1318,8.559,0,0,0,0,
folio,folio_0030,self_consistency,gpt-4o-mini,False,False,True,1723,11.073,0,0,0,0,
folio,folio_0031,self_consistency,gpt-4o-mini,Unknown,Unknown,True,1481,9.841,0,0,0,0,
folio,folio_0032,self_consistency,gpt-4o-mini,False,False,True,1643,12.393,0,0,0,0,
folio,folio_0033,self_consistency,gpt-4o-mini,True,True,True,2604,14.9,0,0,0,0,
folio,folio_0034,self_consistency,gpt-4o-mini,True,True,True,2301,15.664,0,0,0,0,
folio,folio_0035,self_consistency,gpt-4o-mini,True,Unknown,False,1661,12.454,0,0,0,0,
folio,folio_0036,self_consistency,gpt-4o-mini,True,True,True,1117,6.815,0,0,0,0,
folio,folio_0037,self_consistency,gpt-4o-mini,True,True,True,1993,12.769,0,0,0,0,
folio,folio_0038,self_consistency,gpt-4o-mini,True,Unknown,False,2280,18.334,0,0,0,0,
folio,folio_0039,self_consistency,gpt-4o-mini,True,False,False,1830,12.719,0,0,0,0,
math,math_0010,cgcot,gpt-4o-mini,9,35,False,5537,21.68,9,6,2,2,
math,math_0011,cgcot,gpt-4o-mini,4,3,False,4835,17.371,9,4,3,3,
math,math_0012,cgcot,gpt-4o-mini,12,12,True,2431,10.23,5,3,1,1,
math,math_0013,cgcot,gpt-4o-mini,6.0,6,True,3235,12.421,7,7,2,2,
math,math_0014,cgcot,gpt-4o-mini,16,16,True,6920,28.93,9,6,4,4,
math,math_0015,cgcot,gpt-4o-mini,216,216,True,1595,5.443,3,2,1,1,
math,math_0016,cgcot,gpt-4o-mini,36,\frac{1}{36},False,1395,4.81,3,3,0,0,
math,math_0017,cgcot,gpt-4o-mini,3.805545655274024,\frac{9}{2},False,11915,81.156,5,3,3,3,
math,math_0018,cgcot,gpt-4o-mini,12,12,True,1527,4.725,2,2,1,1,
math,math_0019,cgcot,gpt-4o-mini,-1,\begin{pmatrix} -1/3 \\ 2/3 \\ 5/3 \end{pmatrix},False,5103,20.967,7,5,2,2,
folio,folio_0040,self_consistency,gpt-4o-mini,True,True,True,1970,14.326,0,0,0,0,
folio,folio_0041,self_consistency,gpt-4o-mini,False,False,True,1476,8.277,0,0,0,0,
folio,folio_0042,self_consistency,gpt-4o-mini,True,True,True,1700,10.208,0,0,0,0,
folio,folio_0043,self_consistency,gpt-4o-mini,True,True,True,1848,12.672,0,0,0,0,
folio,folio_0044,self_consistency,gpt-4o-mini,True,True,True,1670,10.68,0,0,0,0,
folio,folio_0045,self_consistency,gpt-4o-mini,False,False,True,1338,8.497,0,0,0,0,
folio,folio_0046,self_consistency,gpt-4o-mini,True,True,True,1145,7.881,0,0,0,0,
folio,folio_0047,self_consistency,gpt-4o-mini,False,False,True,1118,7.332,0,0,0,0,
folio,folio_0048,self_consistency,gpt-4o-mini,True,True,True,1240,6.287,0,0,0,0,
folio,folio_0049,self_consistency,gpt-4o-mini,True,Unknown,False,1490,7.877,0,0,0,0,
math,math_0020,cgcot,gpt-4o-mini,4,\frac{1}{2},False,2669,11.589,6,2,2,2,
math,math_0021,cgcot,gpt-4o-mini,4,"(3,2,4)",False,2815,11.881,4,2,2,2,
math,math_0022,cgcot,gpt-4o-mini,Tuesday,\text{Tuesday},True,785,3.057,2,1,0,0,
math,math_0023,cgcot,gpt-4o-mini,8,8,True,2791,10.175,3,3,2,2,
math,math_0024,cgcot,gpt-4o-mini,121,\frac{36}{121},False,4461,15.202,5,5,5,5,
math,math_0025,cgcot,gpt-4o-mini,3,\frac{1}{9},False,5956,25.164,8,6,5,5,
math,math_0026,cgcot,gpt-4o-mini,15,18,False,4769,18.89,6,6,2,2,
math,math_0027,cgcot,gpt-4o-mini,3.5,\frac{7}{2},False,554,3.159,4,0,0,0,
math,math_0028,cgcot,gpt-4o-mini,3003,3003,True,3089,23.047,3,0,0,0,
math,math_0029,cgcot,gpt-4o-mini,3,3,True,2725,10.151,6,6,0,0,
folio,folio_0050,self_consistency,gpt-4o-mini,False,Unknown,False,1504,8.944,0,0,0,0,
folio,folio_0051,self_consistency,gpt-4o-mini,True,True,True,1512,9.038,0,0,0,0,
folio,folio_0052,self_consistency,gpt-4o-mini,True,True,True,2027,13.319,0,0,0,0,
folio,folio_0053,self_consistency,gpt-4o-mini,True,False,False,1792,11.526,0,0,0,0,
folio,folio_0054,self_consistency,gpt-4o-mini,False,False,True,1878,11.875,0,0,0,0,
folio,folio_0055,self_consistency,gpt-4o-mini,True,True,True,2685,17.955,0,0,0,0,
folio,folio_0056,self_consistency,gpt-4o-mini,True,Unknown,False,2184,12.504,0,0,0,0,
folio,folio_0057,self_consistency,gpt-4o-mini,True,False,False,2130,13.452,0,0,0,0,
folio,folio_0058,self_consistency,gpt-4o-mini,True,False,False,1699,15.494,0,0,0,0,
folio,folio_0059,self_consistency,gpt-4o-mini,True,Unknown,False,1828,12.347,0,0,0,0,
math,math_0030,cgcot,gpt-4o-mini,41,x^2-10x+41,False,3107,11.956,6,4,2,2,
math,math_0031,cgcot,gpt-4o-mini,7,"\{-1\} \cup [0,7)",False,5133,23.369,10,6,4,4,
math,math_0032,cgcot,gpt-4o-mini,12,\frac{7}{12},False,2295,10.318,7,3,1,1,
math,math_0033,cgcot,gpt-4o-mini,4,4,True,3175,12.795,7,3,3,3,
math,math_0034,cgcot,gpt-4o-mini,1,1+\sqrt5,False,7185,27.887,10,6,5,5,
math,math_0035,cgcot,gpt-4o-mini,-42,-42,True,2905,9.78,4,4,2,2,
math,math_0036,cgcot,gpt-4o-mini,4,4,True,613,3.33,4,0,0,0,
math,math_0037,cgcot,gpt-4o-mini,5555,5636,False,2812,10.276,3,3,2,2,
math,math_0038,cgcot,gpt-4o-mini,-2,-2,True,3994,14.147,6,4,2,2,
math,math_0039,cgcot,gpt-4o-mini,100,250,False,5045,19.085,7,6,5,5,
folio,folio_0060,self_consistency,gpt-4o-mini,True,False,False,1829,12.73,0,0,0,0,
folio,folio_0061,self_consistency,gpt-4o-mini,Unknown,Unknown,True,1733,12.758,0,0,0,0,
folio,folio_0062,self_consistency,gpt-4o-mini,False,False,True,1425,8.774,0,0,0,0,
folio,folio_0063,self_consistency,gpt-4o-mini,True,False,False,2220,14.555,0,0,0,0,
folio,folio_0064,self_consistency,gpt-4o-mini,True,True,True,1533,11.572,0,0,0,0,
folio,folio_0065,self_consistency,gpt-4o-mini,False,Unknown,False,1417,8.037,0,0,0,0,
folio,folio_0066,self_consistency,gpt-4o-mini,True,Unknown,False,1900,12.361,0,0,0,0,
folio,folio_0067,self_consistency,gpt-4o-mini,True,True,True,1905,12.184,0,0,0,0,
folio,folio_0068,self_consistency,gpt-4o-mini,True,Unknown,False,2001,14.131,0,0,0,0,
folio,folio_0069,self_consistency,gpt-4o-mini,True,Unknown,False,1947,11.293,0,0,0,0,
folio,folio_0070,self_consistency,gpt-4o-mini,True,False,False,2362,17.118,0,0,0,0,
folio,folio_0071,self_consistency,gpt-4o-mini,True,True,True,2141,14.557,0,0,0,0,
folio,folio_0072,self_consistency,gpt-4o-mini,True,True,True,1238,8.415,0,0,0,0,
folio,folio_0073,self_consistency,gpt-4o-mini,True,True,True,1306,9.353,0,0,0,0,
